"","docPid","left_context","context","right_context","werkwoord","ge_prefix","persoon","zinstype","zinsdeelvolgorde","werkwoordsvolgorde","samengesteld_ww","modaal_hww","samentrekking","word","word_xml","starttag","punct","decennium","subgenre","auteur","datering","genre","titleWords","pid","titel","lokalisering","lokalisering_ruim","fictionalityLevel1"
"2019","INT_a1e168b8-fda3-42b1-97ce-d70ca9cb5e9b"," Gods niet laten; want sy"," hadden vonden"," in Hem volmaecte karitate, die","vinden","nee","3pl","hoofdzin","SV","PV-VD","nee","nee","nee","hadden vonden","hadden vonden",NA,NA,1510,"""religious"" ""theology / ethics""","""Jan van Ruusbroec""","""1500-1520""","""proza""","""Vanden twaelf beghinen""","""INT_a1e168b8-fda3-42b1-97ce-d70ca9cb5e9b""","""Vanden twaelf beghinen""","rest","onbekend","""non-fiction"""
"2020","INT_ab07f266-72ae-4088-8922-45c5f77b9838"," Ecclesiasticus seet vander weelden: ""Ic"," heb vonden"," een wijff bitterre dan die","vinden","nee","1sing","hoofdzin","SV","PV-VD","nee","nee","nee","heb vonden","heb vonden",NA,NA,1430,"""philosophy / ethics"" ""secular""","""unknown""","""1434-1436""","""proza""","""Spiegel der sonden (proza)""","""INT_ab07f266-72ae-4088-8922-45c5f77b9838""","""Spiegel der sonden (proza)""","rest","noord","""non-fiction"""
"2021","INT_f6dc62e7-e614-4df0-9ea3-cdb1596c8095",", dat ic gracie voir u"," gevonden hebbe","."" Doe toech Jacob in Salem","vinden","ja","1sing","bijzin","SV","VD-PV","nee","nee","nee","gevonden hebbe","gevonden hebbe",NA,NA,1450,"""biblical texts"" ""religious""","""unknown""","""1458-1458""","""proza""","""Noordnederlandse Historiebijbel""","""INT_f6dc62e7-e614-4df0-9ea3-cdb1596c8095""","""Noordnederlandse Historiebijbel""","rest","onbekend","""non-fiction"""
"2022","INT_f6dc62e7-e614-4df0-9ea3-cdb1596c8095"," wi gracie voir uwen aensicht"," gevonden hadden","?"" Doe seide God: ""Ic sel","vinden","ja","1pl","bijzin","SV","VD-PV","nee","nee","nee","gevonden hadden","gevonden hadden",NA,NA,1450,"""biblical texts"" ""religious""","""unknown""","""1458-1458""","""proza""","""Noordnederlandse Historiebijbel""","""INT_f6dc62e7-e614-4df0-9ea3-cdb1596c8095""","""Noordnederlandse Historiebijbel""","rest","onbekend","""non-fiction"""
"2023","INT_f6dc62e7-e614-4df0-9ea3-cdb1596c8095"," en sout dat rales niet"," gevonden hebben","."" Doe quam die geest Gods","vinden","ja","2pl","hoofdzin","SV","PV-VD","nee","ja","nee","gevonden hebben","gevonden hebben",NA,NA,1450,"""biblical texts"" ""religious""","""unknown""","""1458-1458""","""proza""","""Noordnederlandse Historiebijbel""","""INT_f6dc62e7-e614-4df0-9ea3-cdb1596c8095""","""Noordnederlandse Historiebijbel""","rest","onbekend","""non-fiction"""
"2024","INT_f6dc62e7-e614-4df0-9ea3-cdb1596c8095"," comt mi dat ic graci"," gevonden heb"," voir di? Ende waen ken","vinden","ja","1sing","bijzin","SV","VD-PV","nee","nee","nee","gevonden heb","gevonden heb",NA,NA,1450,"""biblical texts"" ""religious""","""unknown""","""1458-1458""","""proza""","""Noordnederlandse Historiebijbel""","""INT_f6dc62e7-e614-4df0-9ea3-cdb1596c8095""","""Noordnederlandse Historiebijbel""","rest","onbekend","""non-fiction"""
"2025","INT_95fc0418-cda0-42b7-a09a-77bfed40078c"," hadde Doe hi dat guet"," ghevonden hadde"," doe loste hi weder sijn","vinden","ja","3sing","bijzin","SV","VD-PV","nee","nee","nee","ghevonden hadde","ghevonden hadde",NA,NA,1490,"""legend"" ""religious""","""unknown""","""1479-1517""","""proza""","""Onser liever vrouwen miraculen""","""INT_95fc0418-cda0-42b7-a09a-77bfed40078c""","""Onser liever vrouwen miraculen""","rest","onbekend","""fiction"""
"2026","INT_95fc0418-cda0-42b7-a09a-77bfed40078c"," vliteliken die maghet Als sise"," hadden ghevonden"," so quamen si tot haer","vinden","ja","3pl","bijzin","SV","PV-VD","nee","nee","nee","hadden ghevonden","hadden ghevonden",NA,NA,1490,"""legend"" ""religious""","""unknown""","""1479-1517""","""proza""","""Onser liever vrouwen miraculen""","""INT_95fc0418-cda0-42b7-a09a-77bfed40078c""","""Onser liever vrouwen miraculen""","rest","onbekend","""fiction"""
"2027","INT_95fc0418-cda0-42b7-a09a-77bfed40078c"," hadde gheseit Doe sij hem"," ghevonden hadden"," so brochten si hem eerlic","vinden","ja","3pl","bijzin","SV","VD-PV","nee","nee","nee","ghevonden hadden","ghevonden hadden",NA,NA,1490,"""legend"" ""religious""","""unknown""","""1479-1517""","""proza""","""Onser liever vrouwen miraculen""","""INT_95fc0418-cda0-42b7-a09a-77bfed40078c""","""Onser liever vrouwen miraculen""","rest","onbekend","""fiction"""
"2028","INT_95fc0418-cda0-42b7-a09a-77bfed40078c"," sijn marionael Dat ic oec"," hebbe ghevonden"," in brueder thomas boec vanden","vinden","ja","1sing","bijzin","SV","PV-VD","nee","nee","nee","hebbe ghevonden","hebbe ghevonden",NA,NA,1490,"""legend"" ""religious""","""unknown""","""1479-1517""","""proza""","""Onser liever vrouwen miraculen""","""INT_95fc0418-cda0-42b7-a09a-77bfed40078c""","""Onser liever vrouwen miraculen""","rest","onbekend","""fiction"""
"2029","INT_95fc0418-cda0-42b7-a09a-77bfed40078c"," dese man noch vele vroukens"," heeft ghevonden"," van alsulken levene Men geet","vinden","ja","3sing","bijzin","SV","PV-VD","nee","nee","nee","heeft ghevonden","heeft ghevonden",NA,NA,1490,"""legend"" ""religious""","""unknown""","""1479-1517""","""proza""","""Onser liever vrouwen miraculen""","""INT_95fc0418-cda0-42b7-a09a-77bfed40078c""","""Onser liever vrouwen miraculen""","rest","onbekend","""fiction"""
"2030","INT_95fc0418-cda0-42b7-a09a-77bfed40078c"," hem belooft hadde. Doe hijt"," vonden hadde"," so cochte hi staphans sine","vinden","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","vonden hadde","vonden hadde",NA,NA,1490,"""legend"" ""religious""","""unknown""","""1479-1517""","""proza""","""Onser liever vrouwen miraculen""","""INT_95fc0418-cda0-42b7-a09a-77bfed40078c""","""Onser liever vrouwen miraculen""","rest","onbekend","""fiction"""
"2031","INT_4f795dc1-5054-4681-8f7b-34942b30ff8c"," sochten al omtrent So datsine"," hebben vonden"," Sere te wenene si begonden","vinden","nee","3pl","bijzin","SV","PV-VD","nee","nee","nee","hebben vonden","hebben vonden",NA,NA,1370,"""chivalric romance"" ""epic"" ""secular""","""unknown""","""1350-1400""","""vers""","""Flandrijs""","""INT_4f795dc1-5054-4681-8f7b-34942b30ff8c""","""Flandrijs""","rest","onbekend","""fiction"""
"2032","INT_e458f12b-447d-4024-a769-457ae812fa0c"," / enen rouc. Ende als hi"," hadde vonden"," lant, Eene croonge hi doe","vinden","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","hadde vonden","hadde vonden",NA,NA,1410,"""religious""","""unknown""","""1400-1420""","""vers""","""Spieghel der menscheliker behoudenesse""","""INT_e458f12b-447d-4024-a769-457ae812fa0c""","""Spieghel der menscheliker behoudenesse""","Vlaanderen","zuid","""non-fiction"""
"2033","INT_e458f12b-447d-4024-a769-457ae812fa0c"," te enighen stonden Zulke melodye"," heift vonden",". God onse here, verstaet wel","vinden","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","heift vonden","heift vonden",NA,NA,1410,"""religious""","""unknown""","""1400-1420""","""vers""","""Spieghel der menscheliker behoudenesse""","""INT_e458f12b-447d-4024-a769-457ae812fa0c""","""Spieghel der menscheliker behoudenesse""","Vlaanderen","zuid","""non-fiction"""
"2034","INT_e458f12b-447d-4024-a769-457ae812fa0c"," stonden, Dat zoene ten lesten"," heift vonden",". Ende als die steen vonden","vinden","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","heift vonden","heift vonden",NA,NA,1410,"""religious""","""unknown""","""1400-1420""","""vers""","""Spieghel der menscheliker behoudenesse""","""INT_e458f12b-447d-4024-a769-457ae812fa0c""","""Spieghel der menscheliker behoudenesse""","Vlaanderen","zuid","""non-fiction"""
"2035","INT_d5a7d90d-5451-4dea-bc82-603bed23d7a3"," verhoechde, Want hi sijn lijff"," hadde ghevonden",", Dat ten dode was verbonden","vinden","ja","3sing","bijzin","SV","PV-VD","nee","nee","nee","hadde ghevonden","hadde ghevonden",NA,NA,1480,"""philosophy / ethics"" ""secular""","""Dirc Potter""","""1470-1490""","""vers""","""Der minnen loep""","""INT_d5a7d90d-5451-4dea-bc82-603bed23d7a3""","""Der minnen loep""","Holland","noord","""non-fiction"""
"2036","INT_d5a7d90d-5451-4dea-bc82-603bed23d7a3"," ten camenade, Daer sise beyde"," hebben ghevonden",", In lieven armen vast ghebonden","vinden","ja","3pl","bijzin","SV","PV-VD","nee","nee","nee","hebben ghevonden","hebben ghevonden",NA,NA,1480,"""philosophy / ethics"" ""secular""","""Dirc Potter""","""1470-1490""","""vers""","""Der minnen loep""","""INT_d5a7d90d-5451-4dea-bc82-603bed23d7a3""","""Der minnen loep""","Holland","noord","""non-fiction"""
"2037","INT_d5a7d90d-5451-4dea-bc82-603bed23d7a3"," hair overtughen, Segghen dat sise"," hadden ghevonden"," Mit enen man in sulken","vinden","ja","3pl","bijzin","SV","PV-VD","nee","nee","nee","hadden ghevonden","hadden ghevonden",NA,NA,1480,"""philosophy / ethics"" ""secular""","""Dirc Potter""","""1470-1490""","""vers""","""Der minnen loep""","""INT_d5a7d90d-5451-4dea-bc82-603bed23d7a3""","""Der minnen loep""","Holland","noord","""non-fiction"""
"2038","INT_d5a7d90d-5451-4dea-bc82-603bed23d7a3"," ghescachte, Als men vele wel"," heeft ghevonden"," Noch huden ende in ouden","vinden","ja","3sing","bijzin","SV","PV-VD","nee","nee","nee","heeft ghevonden","heeft ghevonden",NA,NA,1480,"""philosophy / ethics"" ""secular""","""Dirc Potter""","""1470-1490""","""vers""","""Der minnen loep""","""INT_d5a7d90d-5451-4dea-bc82-603bed23d7a3""","""Der minnen loep""","Holland","noord","""non-fiction"""
"2039","INT_d5a7d90d-5451-4dea-bc82-603bed23d7a3",", dat hi noch zweghe: Sij"," hadde ghevonden"," sulken weghe, Dat zij hoepte","vinden","ja","3sing","hoofdzin","SV","PV-VD","nee","nee","nee","hadde ghevonden","hadde ghevonden",NA,NA,1480,"""philosophy / ethics"" ""secular""","""Dirc Potter""","""1470-1490""","""vers""","""Der minnen loep""","""INT_d5a7d90d-5451-4dea-bc82-603bed23d7a3""","""Der minnen loep""","Holland","noord","""non-fiction"""
"2040","INT_f853d609-fb5b-45ef-9601-ef8a27ede1c1"," oorconden Dat ghi haer trou"," hebt vonden"," 2. Haer wijsheyt groot / was","vinden","nee","2pl","bijzin","SV","PV-VD","nee","nee","nee","hebt vonden","hebt vonden",NA,NA,1530,"""secular"" ""song"" ""stanzaic""","""not applicable""","""1539-1539""","""vers""","""Devoot ende profitelyck boecxken""","""INT_f853d609-fb5b-45ef-9601-ef8a27ede1c1""","""Devoot ende profitelyck boecxken""","Brabant","zuid","""fiction"""
"2041","INT_f853d609-fb5b-45ef-9601-ef8a27ede1c1"," vergaderen gaen Als hy die"," heeft gheuonden"," Dwelc hi oock gaerne heeft","vinden","ja","3sing","bijzin","SV","PV-VD","nee","nee","nee","heeft gheuonden","heeft gheuonden",NA,NA,1530,"""secular"" ""song"" ""stanzaic""","""not applicable""","""1539-1539""","""vers""","""Devoot ende profitelyck boecxken""","""INT_f853d609-fb5b-45ef-9601-ef8a27ede1c1""","""Devoot ende profitelyck boecxken""","Brabant","zuid","""fiction"""
"2042","INT_f853d609-fb5b-45ef-9601-ef8a27ede1c1"," die suyer iuecht Maria / si"," heeft gheuonden"," Daer wi mede sijn verhuecht","vinden","ja","3sing","hoofdzin","SV","PV-VD","nee","nee","nee","heeft gheuonden","heeft gheuonden",NA,NA,1530,"""secular"" ""song"" ""stanzaic""","""not applicable""","""1539-1539""","""vers""","""Devoot ende profitelyck boecxken""","""INT_f853d609-fb5b-45ef-9601-ef8a27ede1c1""","""Devoot ende profitelyck boecxken""","Brabant","zuid","""fiction"""
"2043","INT_f853d609-fb5b-45ef-9601-ef8a27ede1c1"," den coningen snel Als ghi"," hebt vonden"," den heere fijn Keeret hier","vinden","nee","2pl","bijzin","SV","PV-VD","nee","nee","nee","hebt vonden","hebt vonden",NA,NA,1530,"""secular"" ""song"" ""stanzaic""","""not applicable""","""1539-1539""","""vers""","""Devoot ende profitelyck boecxken""","""INT_f853d609-fb5b-45ef-9601-ef8a27ede1c1""","""Devoot ende profitelyck boecxken""","Brabant","zuid","""fiction"""
"2044","INT_f853d609-fb5b-45ef-9601-ef8a27ede1c1",". 5. Als ghi dat kint"," hebt vonden"," Keert wederom tot mi Dat","vinden","nee","2pl","bijzin","SV","PV-VD","nee","nee","nee","hebt vonden","hebt vonden",NA,NA,1530,"""secular"" ""song"" ""stanzaic""","""not applicable""","""1539-1539""","""vers""","""Devoot ende profitelyck boecxken""","""INT_f853d609-fb5b-45ef-9601-ef8a27ede1c1""","""Devoot ende profitelyck boecxken""","Brabant","zuid","""fiction"""
"2045","INT_36da0c4c-c9d0-40c4-9be8-11c8a3a5b67b",", Dat hi siin cnape dus"," heeft gevonden",". Heren Blijscap cnapen noem ic","vinden","ja","3sing","bijzin","SV","PV-VD","nee","nee","nee","heeft gevonden","heeft gevonden",NA,NA,1400,"""secular"" ""song"" ""stanzaic""","""not applicable""","""1390-1410""","""vers""","""Haagse liederenhandschrift""","""INT_36da0c4c-c9d0-40c4-9be8-11c8a3a5b67b""","""Haagse liederenhandschrift""","rest","onbekend","""fiction"""
"2046","INT_36da0c4c-c9d0-40c4-9be8-11c8a3a5b67b"," ave - Ende als hi dan"," hadden vonden"," Een stat, die noyt wert","vinden","nee","3pl","bijzin","SV","PV-VD","nee","nee","nee","hadden vonden","hadden vonden",NA,NA,1400,"""secular"" ""song"" ""stanzaic""","""not applicable""","""1390-1410""","""vers""","""Haagse liederenhandschrift""","""INT_36da0c4c-c9d0-40c4-9be8-11c8a3a5b67b""","""Haagse liederenhandschrift""","rest","onbekend","""fiction"""
"2047","INT_33aca54e-d41a-4b40-ae00-c7f9e465f208"," ick die historie vele valsch"," Gevonden hebbe"," in dat Walsch, Daer si","vinden","ja","1sing","bijzin","SV","VD-PV","nee","nee","nee","Gevonden hebbe","Gevonden hebbe",NA,NA,1420,"""chivalric romance"" ""epic"" ""secular""","""Jacob van Maerlant""","""1415-1435""","""vers""","""Historie van den grale""","""INT_33aca54e-d41a-4b40-ae00-c7f9e465f208""","""Historie van den grale""","Vlaanderen","zuid","""fiction"""
"2048","INT_33aca54e-d41a-4b40-ae00-c7f9e465f208"," ict las, Dien men iergen"," hadde vonden",". Hi dade vesten nu ten","vinden","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","hadde vonden","hadde vonden",NA,NA,1420,"""chivalric romance"" ""epic"" ""secular""","""Jacob van Maerlant""","""1415-1435""","""vers""","""Historie van den grale""","""INT_33aca54e-d41a-4b40-ae00-c7f9e465f208""","""Historie van den grale""","Vlaanderen","zuid","""fiction"""
"2049","INT_33aca54e-d41a-4b40-ae00-c7f9e465f208"," binnen vijftien mylen Hues en"," hadde vonden"," ter wijlen, Daer men inne","vinden","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","hadde vonden","hadde vonden",NA,NA,1420,"""chivalric romance"" ""epic"" ""secular""","""Jacob van Maerlant""","""1415-1435""","""vers""","""Historie van den grale""","""INT_33aca54e-d41a-4b40-ae00-c7f9e465f208""","""Historie van den grale""","Vlaanderen","zuid","""fiction"""
"2050","INT_33aca54e-d41a-4b40-ae00-c7f9e465f208",", Si en souden die drie"," hebben vonden",". Doe keerdensi ombe, ende daer","vinden","nee","3pl","hoofdzin","SV","PV-VD","nee","ja","nee","hebben vonden","hebben vonden",NA,NA,1420,"""chivalric romance"" ""epic"" ""secular""","""Jacob van Maerlant""","""1415-1435""","""vers""","""Historie van den grale""","""INT_33aca54e-d41a-4b40-ae00-c7f9e465f208""","""Historie van den grale""","Vlaanderen","zuid","""fiction"""
"2051","INT_33aca54e-d41a-4b40-ae00-c7f9e465f208"," tien stonden By Merlijns rade"," hadde vonden",". Dus worden die kinder gemaket","vinden","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","hadde vonden","hadde vonden",NA,NA,1420,"""chivalric romance"" ""epic"" ""secular""","""Jacob van Maerlant""","""1415-1435""","""vers""","""Historie van den grale""","""INT_33aca54e-d41a-4b40-ae00-c7f9e465f208""","""Historie van den grale""","Vlaanderen","zuid","""fiction"""
"2052","INT_33aca54e-d41a-4b40-ae00-c7f9e465f208"," si sijn bleven, Ende alsicse"," hebbe vonden",", sal ic tot iu Wederkeren","vinden","nee","1sing","bijzin","SV","PV-VD","nee","nee","nee","hebbe vonden","hebbe vonden",NA,NA,1420,"""chivalric romance"" ""epic"" ""secular""","""Jacob van Maerlant""","""1415-1435""","""vers""","""Historie van den grale""","""INT_33aca54e-d41a-4b40-ae00-c7f9e465f208""","""Historie van den grale""","Vlaanderen","zuid","""fiction"""
"2053","INT_33aca54e-d41a-4b40-ae00-c7f9e465f208"," tien stonden, Datsi gewapende liede"," hadden gevonden",". Als dit die koninck Artur","vinden","ja","3pl","bijzin","SV","PV-VD","nee","nee","nee","hadden gevonden","hadden gevonden",NA,NA,1420,"""chivalric romance"" ""epic"" ""secular""","""Jacob van Maerlant""","""1415-1435""","""vers""","""Historie van den grale""","""INT_33aca54e-d41a-4b40-ae00-c7f9e465f208""","""Historie van den grale""","Vlaanderen","zuid","""fiction"""
"2054","INT_33aca54e-d41a-4b40-ae00-c7f9e465f208"," stonden, Dat hy heren Gawine"," hadde vonden",". Doe vragede hi, hoe hijt","vinden","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","hadde vonden","hadde vonden",NA,NA,1420,"""chivalric romance"" ""epic"" ""secular""","""Jacob van Maerlant""","""1415-1435""","""vers""","""Historie van den grale""","""INT_33aca54e-d41a-4b40-ae00-c7f9e465f208""","""Historie van den grale""","Vlaanderen","zuid","""fiction"""
"2055","INT_33aca54e-d41a-4b40-ae00-c7f9e465f208"," dienen mede, Ende, Goddanc, ic"," hebbene vonden",", ter stede, Eer dan ic","vinden","nee","1sing","hoofdzin","SV","PV-VD","nee","nee","ja","hebbene vonden","hebbene vonden",NA,NA,1420,"""chivalric romance"" ""epic"" ""secular""","""Jacob van Maerlant""","""1415-1435""","""vers""","""Historie van den grale""","""INT_33aca54e-d41a-4b40-ae00-c7f9e465f208""","""Historie van den grale""","Vlaanderen","zuid","""fiction"""
"2056","INT_33aca54e-d41a-4b40-ae00-c7f9e465f208"," stonden, Dat men genen scoenren"," hadde vonden",", Ende hielt by der hant","vinden","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","hadde vonden","hadde vonden",NA,NA,1420,"""chivalric romance"" ""epic"" ""secular""","""Jacob van Maerlant""","""1415-1435""","""vers""","""Historie van den grale""","""INT_33aca54e-d41a-4b40-ae00-c7f9e465f208""","""Historie van den grale""","Vlaanderen","zuid","""fiction"""
"2057","INT_2fee8d61-b94e-4384-a704-5035c0e3cfd0"," stonden, ""Dat ic nu raet"," hebbe ghevonden"," ""Daer ic by volbrenghen sal","vinden","ja","1sing","bijzin","SV","PV-VD","nee","nee","nee","hebbe ghevonden","hebbe ghevonden",NA,NA,1470,"""epic"" ""secular""","""Jacob van Maerlant""","""1465-1485""","""vers""","""Historie van Troyen""","""INT_2fee8d61-b94e-4384-a704-5035c0e3cfd0""","""Historie van Troyen""","Limburg/Nederrijn","onbekend","""fiction"""
"2058","INT_2fee8d61-b94e-4384-a704-5035c0e3cfd0"," ende Eneas, Athenor ende Polidamas",", Hebben vonden"," enen raet: Wien dat goet","vinden","nee","3pl","hoofdzin","SV","PV-VD","nee","nee","nee","Hebben vonden","Hebben vonden",NA,",   ",1470,"""epic"" ""secular""","""Jacob van Maerlant""","""1465-1485""","""vers""","""Historie van Troyen""","""INT_2fee8d61-b94e-4384-a704-5035c0e3cfd0""","""Historie van Troyen""","Limburg/Nederrijn","onbekend","""fiction"""
"2059","INT_2fee8d61-b94e-4384-a704-5035c0e3cfd0"," Ulixes, Dat hy ende Dyomedes"," Hadden vonden"," enen scat In enen put","vinden","nee","3pl","bijzin","SV","PV-VD","nee","nee","nee","Hadden vonden","Hadden vonden",NA,NA,1470,"""epic"" ""secular""","""Jacob van Maerlant""","""1465-1485""","""vers""","""Historie van Troyen""","""INT_2fee8d61-b94e-4384-a704-5035c0e3cfd0""","""Historie van Troyen""","Limburg/Nederrijn","onbekend","""fiction"""
"2060","INT_2fee8d61-b94e-4384-a704-5035c0e3cfd0"," ommermeer; Sy seiden dat sy"," hadden vonden"," Assandrus, ende by synen oerconden","vinden","nee","3pl","bijzin","SV","PV-VD","nee","nee","nee","hadden vonden","hadden vonden",NA,NA,1470,"""epic"" ""secular""","""Jacob van Maerlant""","""1465-1485""","""vers""","""Historie van Troyen""","""INT_2fee8d61-b94e-4384-a704-5035c0e3cfd0""","""Historie van Troyen""","Limburg/Nederrijn","onbekend","""fiction"""
"2061","INT_2fee8d61-b94e-4384-a704-5035c0e3cfd0"," cortter stonde, ""Dattu Achilles hier"," heves vonden","!"" Turnus was al sonder speer","vinden","nee","2sing","bijzin","SV","PV-VD","nee","nee","nee","heves vonden","heves vonden",NA,NA,1470,"""epic"" ""secular""","""Jacob van Maerlant""","""1465-1485""","""vers""","""Historie van Troyen""","""INT_2fee8d61-b94e-4384-a704-5035c0e3cfd0""","""Historie van Troyen""","Limburg/Nederrijn","onbekend","""fiction"""
"2062","INT_390eda00-1ef4-4c34-9d6e-9577bb74cb39"," scat Lach. die mijn vader"," had geuonden"," Jc wachte nauwe tallen stonden","vinden","ja","3sing","bijzin","SV","PV-VD","nee","nee","nee","had geuonden","had geuonden",NA,NA,1470,"""epic"" ""secular""","""unknown""","""1460-1480""","""vers""","""Reinaerts historie""","""INT_390eda00-1ef4-4c34-9d6e-9577bb74cb39""","""Reinaerts historie""","rest","onbekend","""fiction"""
"2063","INT_291a3055-cb2f-4f76-b3b0-a3915550724d"," leden, Datmen niweren in eertrike"," Vonden hadde"," sinen gelike. Ene nonne hilt","vinden","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","Vonden hadde","Vonden hadde",NA,NA,1320,"""chivalric romance"" ""epic"" ""secular""","""unknown""","""1300-1350""","""vers""","""Queeste van den Grale""","""INT_291a3055-cb2f-4f76-b3b0-a3915550724d""","""Queeste van den Grale""","Vlaanderen","zuid","""fiction"""
"2064","INT_291a3055-cb2f-4f76-b3b0-a3915550724d"," waende niet in sulker stede"," Vonden hebben"," so grote clarhede: Hi was","vinden","nee","infinitief","bijzin",NA,"VD-PV","nee","nee","nee","Vonden hebben","Vonden hebben",NA,NA,1320,"""chivalric romance"" ""epic"" ""secular""","""unknown""","""1300-1350""","""vers""","""Queeste van den Grale""","""INT_291a3055-cb2f-4f76-b3b0-a3915550724d""","""Queeste van den Grale""","Vlaanderen","zuid","""fiction"""
"2065","INT_291a3055-cb2f-4f76-b3b0-a3915550724d"," tien stonden Oft si iemanne"," hadden vonden",", In die vart, van haren","vinden","nee","3pl","bijzin","SV","PV-VD","nee","nee","nee","hadden vonden","hadden vonden",NA,NA,1320,"""chivalric romance"" ""epic"" ""secular""","""unknown""","""1300-1350""","""vers""","""Queeste van den Grale""","""INT_291a3055-cb2f-4f76-b3b0-a3915550724d""","""Queeste van den Grale""","Vlaanderen","zuid","""fiction"""
"2066","INT_291a3055-cb2f-4f76-b3b0-a3915550724d"," stonden Sceden, sint dat sijt"," hadden vonden",". Vanden inde dat u es","vinden","nee","3pl","bijzin","SV","PV-VD","nee","nee","nee","hadden vonden","hadden vonden",NA,NA,1320,"""chivalric romance"" ""epic"" ""secular""","""unknown""","""1300-1350""","""vers""","""Queeste van den Grale""","""INT_291a3055-cb2f-4f76-b3b0-a3915550724d""","""Queeste van den Grale""","Vlaanderen","zuid","""fiction"""
"2067","INT_291a3055-cb2f-4f76-b3b0-a3915550724d"," stonden Dat wi dat grael"," hebben vonden","."" Des anderdages alsi op was","vinden","nee","1pl","bijzin","SV","PV-VD","nee","nee","nee","hebben vonden","hebben vonden",NA,NA,1320,"""chivalric romance"" ""epic"" ""secular""","""unknown""","""1300-1350""","""vers""","""Queeste van den Grale""","""INT_291a3055-cb2f-4f76-b3b0-a3915550724d""","""Queeste van den Grale""","Vlaanderen","zuid","""fiction"""
"2068","INT_291a3055-cb2f-4f76-b3b0-a3915550724d"," suster, dat gi enen man"," Hebt vonden",", die die bataelge Over u","vinden","nee","2pl","bijzin","SV","PV-VD","nee","nee","nee","Hebt vonden","Hebt vonden",NA,NA,1320,"""chivalric romance"" ""epic"" ""secular""","""unknown""","""1300-1350""","""vers""","""Queeste van den Grale""","""INT_291a3055-cb2f-4f76-b3b0-a3915550724d""","""Queeste van den Grale""","Vlaanderen","zuid","""fiction"""
"2069","INT_291a3055-cb2f-4f76-b3b0-a3915550724d"," dien stonden Sinen broder doet"," hebben vonden"," Ne vant hi niet min","vinden","nee","infinitief","bijzin",NA,"PV-VD","nee","nee","nee","hebben vonden","hebben vonden",NA,NA,1320,"""chivalric romance"" ""epic"" ""secular""","""unknown""","""1300-1350""","""vers""","""Queeste van den Grale""","""INT_291a3055-cb2f-4f76-b3b0-a3915550724d""","""Queeste van den Grale""","Vlaanderen","zuid","""fiction"""
"2070","INT_291a3055-cb2f-4f76-b3b0-a3915550724d"," stonden Dat hi sinen broder"," hadde vonden",". Alse Lyonel sinen broeder siet","vinden","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","hadde vonden","hadde vonden",NA,NA,1320,"""chivalric romance"" ""epic"" ""secular""","""unknown""","""1300-1350""","""vers""","""Queeste van den Grale""","""INT_291a3055-cb2f-4f76-b3b0-a3915550724d""","""Queeste van den Grale""","Vlaanderen","zuid","""fiction"""
"2071","INT_291a3055-cb2f-4f76-b3b0-a3915550724d",". Ende als hi dit swaerd"," hadde vonden"," Hi begeret sere tien stonden","vinden","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","hadde vonden","hadde vonden",NA,NA,1320,"""chivalric romance"" ""epic"" ""secular""","""unknown""","""1300-1350""","""vers""","""Queeste van den Grale""","""INT_291a3055-cb2f-4f76-b3b0-a3915550724d""","""Queeste van den Grale""","Vlaanderen","zuid","""fiction"""
"2072","INT_291a3055-cb2f-4f76-b3b0-a3915550724d"," in corten stonden Danmen enegen"," hadde vonden",", Ende lusteliker int opsien; Maer","vinden","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","hadde vonden","hadde vonden",NA,NA,1320,"""chivalric romance"" ""epic"" ""secular""","""unknown""","""1300-1350""","""vers""","""Queeste van den Grale""","""INT_291a3055-cb2f-4f76-b3b0-a3915550724d""","""Queeste van den Grale""","Vlaanderen","zuid","""fiction"""
"2073","INT_291a3055-cb2f-4f76-b3b0-a3915550724d",", In tsinxendage tscoenste hoeft Datmen"," vonden hadde"," in enech lant; Ende alse","vinden","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","vonden hadde","vonden hadde",NA,NA,1320,"""chivalric romance"" ""epic"" ""secular""","""unknown""","""1300-1350""","""vers""","""Queeste van den Grale""","""INT_291a3055-cb2f-4f76-b3b0-a3915550724d""","""Queeste van den Grale""","Vlaanderen","zuid","""fiction"""
